,id,name,img,Winery,country,regions,grapes,cat,Bold,Tannic,Sweet,Acidic,flavours,keyword
772,772,Bannockburn Pinot Noir 2020,//images.vivino.com/thumbs/fkOCknZhTRa9_Qw1TMg0Qw_pb_x600.png,Felton Road,New Zealand,SouthIsland CentralOtago ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry1,Acidic6,oaky earthy black fruit red fruit spices floral ageing yeasty vegetal,SouthIsland CentralOtago  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry1 Acidic6 oaky earthy black fruit red fruit spices floral ageing yeasty vegetal
773,773,Premium 2013,//images.vivino.com/thumbs/SaRc4h2RQDeJ0AdBQsTmnQ_pb_x600.png,Bodega Sommos,Spain,Aragón Somontano ,Shiraz/Syrah  ,SpanishRed Redwine Shiraz/Syrah,Bold6,Smooth4,Dry2,Soft4,oaky black fruit,Aragón Somontano  Shiraz/Syrah   SpanishRed Redwine Shiraz/Syrah Bold6 Smooth4 Dry2 Soft4 oaky black fruit
774,774,Sotanum 2013,//images.vivino.com/thumbs/4-UddnY_S9KdLdRbt3wNkg_pb_x600.png,Les Vins de Vienne - Cuilleron-Gaillard-Villard,France,VindePays Méditerranée CollinesRhodaniennes,Shiraz/Syrah  , Redwine Shiraz/Syrah,,,,,oaky earthy black fruit red fruit spices,VindePays Méditerranée CollinesRhodaniennes Shiraz/Syrah    Redwine Shiraz/Syrah     oaky earthy black fruit red fruit spices
775,775,Reserve Bikavér 2009,//images.vivino.com/thumbs/hAkZ9OrESh2TWVer7-6z8A_150x200.jpg,Takler,Hungary,Dél-Pannónia Szekszárd ,CabernetFranc Merlot ,HungarianBordeauxBlend Redwine Blend,Bold6,Tannic6,Dry0,Acidic7,oaky black fruit red fruit,Dél-Pannónia Szekszárd  CabernetFranc Merlot  HungarianBordeauxBlend Redwine Blend Bold6 Tannic6 Dry0 Acidic7 oaky black fruit red fruit
776,776,Jones Block Single Vineyard Shiraz 2016,//images.vivino.com/thumbs/0TP5NCjITTuhFjch5rq0GQ_pb_x600.png,Paxton,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry2,Soft3,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry2 Soft3 oaky earthy black fruit red fruit spices
777,777,Château Prieuré La Marzelle Saint-Émilion Grand Cru 2015,//images.vivino.com/thumbs/GvacGPBRRJiOXqDrvYUjRw_pb_x600.png,Château La Marzelle,France,Bordeaux Libournais Saint-Émilion,CabernetSauvignon CabernetFranc Merlot,BordeauxSaint-Émilion Redwine Blend,Bold7,Tannic5,Dry0,Acidic5,oaky,Bordeaux Libournais Saint-Émilion CabernetSauvignon CabernetFranc Merlot BordeauxSaint-Émilion Redwine Blend Bold7 Tannic5 Dry0 Acidic5 oaky
778,778,Jackson Estate Outland Ridge Pinot Noir 2017,//images.vivino.com/thumbs/BKIHLfgsQ9OZTnMHKGhwMg_pb_x600.png,Kendall-Jackson,United States,California NorthCoast MendocinoCounty,PinotNoir  ,CalifornianPinotNoir Redwine PinotNoir,Light4,Smooth2,Dry1,Soft4,oaky red fruit,California NorthCoast MendocinoCounty PinotNoir   CalifornianPinotNoir Redwine PinotNoir Light4 Smooth2 Dry1 Soft4 oaky red fruit
779,779,Azörd 2011,//images.vivino.com/thumbs/uhRMRcSBT5OWUndXW-LipQ_pb_x600.png,Scagliola,Italy,Piemonte Monferrato ,CabernetSauvignon Nebbiolo Barbera,NorthernItalyRed Redwine Blend,Bold6,Smooth4,Dry2,Soft3,oaky earthy black fruit,Piemonte Monferrato  CabernetSauvignon Nebbiolo Barbera NorthernItalyRed Redwine Blend Bold6 Smooth4 Dry2 Soft3 oaky earthy black fruit
780,780,Taurasi Naturalis Historia 2000,//images.vivino.com/thumbs/hwKst6T0Te6EjXIJQ_YsDQ_pb_x600.png,Mastroberardino,Italy,Campania Taurasi ,Aglianico  ,SouthernItalyRed Redwine Aglianico,Bold8,Smooth4,Dry2,Soft3,oaky earthy black fruit red fruit spices,Campania Taurasi  Aglianico   SouthernItalyRed Redwine Aglianico Bold8 Smooth4 Dry2 Soft3 oaky earthy black fruit red fruit spices
781,781,Gambert de Loche Hermitage Rouge 2007,//images.vivino.com/thumbs/dWBBuCIZRGm8noMR6Y-0Ng_pb_x600.png,Cave de Tain,France,RhoneValley NorthernRhône Hermitage,Shiraz/Syrah  ,NorthernRhôneHermitage Redwine Shiraz/Syrah,Bold8,Tannic6,Dry0,Acidic5,oaky earthy black fruit spices,RhoneValley NorthernRhône Hermitage Shiraz/Syrah   NorthernRhôneHermitage Redwine Shiraz/Syrah Bold8 Tannic6 Dry0 Acidic5 oaky earthy black fruit spices
782,782,Brunello di Montalcino 2014,//images.vivino.com/thumbs/WM952rNuQv-_0IYRr4N6AQ_pb_x600.png,Paradiso di Cacuci,Italy,Toscana BrunellodiMontalcino ,Sangiovese  ,ItalianBrunello Redwine Sangiovese,Light4,Tannic5,Dry0,Acidic6,oaky red fruit,Toscana BrunellodiMontalcino  Sangiovese   ItalianBrunello Redwine Sangiovese Light4 Tannic5 Dry0 Acidic6 oaky red fruit
783,783,Kokoro 2014,//images.vivino.com/thumbs/TMVJGwQoQCqwzEu904JLTA_150x200.jpg,Te Motu,New Zealand,NorthIsland Auckland WaihekeIsland,CabernetSauvignon CabernetFranc Malbec,NewZealandBordeauxBlend Redwine Blend,Bold6,Tannic5,Dry1,Acidic6,oaky earthy black fruit red fruit,NorthIsland Auckland WaihekeIsland CabernetSauvignon CabernetFranc Malbec NewZealandBordeauxBlend Redwine Blend Bold6 Tannic5 Dry1 Acidic6 oaky earthy black fruit red fruit
784,784,Stèfen 1624 2011,//images.vivino.com/thumbs/g7UmNaJkQKOwBCmviVe03g_pb_x600.png,De Stefani,Italy,Veneto  ,Marzemino  ,NorthernItalyRed Redwine Marzemino,Bold6,Smooth4,Dry3,Soft2,oaky black fruit,Veneto   Marzemino   NorthernItalyRed Redwine Marzemino Bold6 Smooth4 Dry3 Soft2 oaky black fruit
785,785,Pinot Noir 2018,//images.vivino.com/thumbs/QE8OT4WgTZ2-0h8K4gZibQ_pb_x600.png,Peregrine,New Zealand,SouthIsland CentralOtago ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth1,Dry0,Acidic5,oaky earthy black fruit red fruit spices,SouthIsland CentralOtago  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth1 Dry0 Acidic5 oaky earthy black fruit red fruit spices
786,786,Brookman Syrah 2010,//images.vivino.com/thumbs/6bvqlS_xT7uOf5QUmiDpyg_pb_x600.png,Clarendon Hills,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry2,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry2 Soft4 oaky earthy black fruit red fruit spices
787,787,Estate Pinot Noir 2016,//images.vivino.com/thumbs/fE7-7oNpRVGL4sph2B_Pug_pb_x600.png,Montalto,Australia,Victoria PortPhillip MorningtonPeninsula,PinotNoir  ,AustralianPinotNoir Redwine PinotNoir,Light4,Smooth1,Dry0,Acidic5,oaky earthy red fruit,Victoria PortPhillip MorningtonPeninsula PinotNoir   AustralianPinotNoir Redwine PinotNoir Light4 Smooth1 Dry0 Acidic5 oaky earthy red fruit
788,788,Marian's Reserve 2012,//images.vivino.com/thumbs/PXttC8oARgKp5Pn_4qGS6g_pb_x600.png,Seghesio,United States,California NorthCoast SonomaCounty,Sangiovese Zinfandel PetiteSirah,CalifornianRedBlend Redwine Blend,Bold8,Tannic5,Dry0,Acidic6,oaky black fruit red fruit,California NorthCoast SonomaCounty Sangiovese Zinfandel PetiteSirah CalifornianRedBlend Redwine Blend Bold8 Tannic5 Dry0 Acidic6 oaky black fruit red fruit
789,789,Ángel Ribera del Duero 2008,//images.vivino.com/thumbs/UVH5lDnfTg-KveG4LmB5XA_pb_x600.png,Bodegas Arrocal,Spain,CastillayLeón RiberadelDuero ,Tempranillo  ,SpanishRiberaDelDueroRed Redwine Tempranillo,Bold6,Tannic5,Dry1,Acidic5,oaky black fruit,CastillayLeón RiberadelDuero  Tempranillo   SpanishRiberaDelDueroRed Redwine Tempranillo Bold6 Tannic5 Dry1 Acidic5 oaky black fruit
790,790,Primus Pinot Noir (Primum) 2004,//images.vivino.com/thumbs/f99MYIdfQ46femJmHFZ-LA_pb_x600.png,Salentein,Argentina,Mendoza UcoValley Tunuyán,PinotNoir  ,ArgentinianPinotNoir Redwine PinotNoir,Light4,Smooth1,Dry1,Soft4,oaky earthy red fruit,Mendoza UcoValley Tunuyán PinotNoir   ArgentinianPinotNoir Redwine PinotNoir Light4 Smooth1 Dry1 Soft4 oaky earthy red fruit
791,791,Vendange Châteauneuf-du-Pape Rouge 2010,//images.vivino.com/thumbs/VNwyOsQTT5eInNP3XrwI9g_pb_x600.png,La Ferme du Mont,France,RhoneValley SouthernRhône Châteauneuf-du-Pape,Shiraz/Syrah Grenache Mourvedre,SouthernRhôneChâteauneuf-du-PapeRed Redwine Blend,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,RhoneValley SouthernRhône Châteauneuf-du-Pape Shiraz/Syrah Grenache Mourvedre SouthernRhôneChâteauneuf-du-PapeRed Redwine Blend Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
792,792,Tinto Roriz 2015,//images.vivino.com/thumbs/VOKSUxD2STqr6Ux0RvbL5w_pb_x600.png,Quinta do Vallado,Portugal,Duriense Douro ,TintaRoriz  ,NorthernPortugalRed Redwine TintaRoriz,Bold7,Tannic5,Dry1,Soft4,oaky,Duriense Douro  TintaRoriz   NorthernPortugalRed Redwine TintaRoriz Bold7 Tannic5 Dry1 Soft4 oaky
793,793,Côtes Capelan Châteauneuf-du-Pape 2009,//images.vivino.com/thumbs/WWfH0yXMQpC0I_5YQ3_w7w_pb_x600.png,La Ferme du Mont,France,RhoneValley SouthernRhône Châteauneuf-du-Pape,Shiraz/Syrah Grenache Mourvedre,SouthernRhôneChâteauneuf-du-PapeRed Redwine Blend,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,RhoneValley SouthernRhône Châteauneuf-du-Pape Shiraz/Syrah Grenache Mourvedre SouthernRhôneChâteauneuf-du-PapeRed Redwine Blend Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
794,794,Il Carbonaione Alta Valle della Greve 2018,//images.vivino.com/thumbs/xGRsgyzNS7u9s3Qsqrc5sA_pb_x600.png,Poggio Scalette,Italy,Toscana AltaValledellaGreve ,Sangiovese  ,TuscanRed Redwine Sangiovese,Bold5,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,Toscana AltaValledellaGreve  Sangiovese   TuscanRed Redwine Sangiovese Bold5 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
795,795,Land's Edge Vineyard Pinot Noir 2011,//images.vivino.com/thumbs/0BnMkVQiTyGVM1LvyliG3w_pb_x600.png,Hartford Court,United States,California NorthCoast SonomaCounty,PinotNoir  ,CalifornianPinotNoir Redwine PinotNoir,Light4,Smooth1,Dry1,Acidic5,oaky earthy black fruit red fruit spices floral,California NorthCoast SonomaCounty PinotNoir   CalifornianPinotNoir Redwine PinotNoir Light4 Smooth1 Dry1 Acidic5 oaky earthy black fruit red fruit spices floral
796,796,Bosché Vineyard Cabernet Sauvignon 2009,//images.vivino.com/thumbs/KWCVv7ILTNeTDO91bLawkg_pb_x600.png,Freemark Abbey,United States,California NorthCoast NapaCounty,CabernetSauvignon  ,NapaValleyCabernetSauvignon Redwine CabernetSauvignon,Bold8,Tannic5,Dry0,Acidic5,oaky earthy black fruit red fruit spices,California NorthCoast NapaCounty CabernetSauvignon   NapaValleyCabernetSauvignon Redwine CabernetSauvignon Bold8 Tannic5 Dry0 Acidic5 oaky earthy black fruit red fruit spices
797,797,Single Vineyard Pinot Noir 2016,//images.vivino.com/thumbs/ON-_TccpRJ6KXo3K9-4NZA_pb_x600.png,Bald Hills,New Zealand,SouthIsland CentralOtago ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry0,Acidic5,oaky earthy black fruit red fruit,SouthIsland CentralOtago  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry0 Acidic5 oaky earthy black fruit red fruit
798,798,Tiwha Pinot Noir 2019,//images.vivino.com/thumbs/P9IFVNG5Q6ebTtA3xoHXcw_pb_x600.png,Coal Pit,New Zealand,SouthIsland CentralOtago ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry1,Acidic5,oaky earthy black fruit red fruit spices,SouthIsland CentralOtago  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry1 Acidic5 oaky earthy black fruit red fruit spices
799,799,Stonewell Shiraz 1999,//images.vivino.com/thumbs/5q0QsIpzRAasu4M70FIq7Q_pb_x600.png,Peter Lehmann,Australia,SouthAustralia Barossa ,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry2,Soft4,oaky earthy black fruit red fruit spices dried fruit,SouthAustralia Barossa  Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry2 Soft4 oaky earthy black fruit red fruit spices dried fruit
800,800,Cabernet Sauvignon 2017,//images.vivino.com/thumbs/CfUi9Y3lQJmudYv-lWyAGw_pb_x600.png,Kokomo,United States,California NorthCoast SonomaCounty,CabernetSauvignon  ,CalifornianCabernetSauvignon Redwine CabernetSauvignon,Bold8,Tannic5,Dry1,Soft4,oaky black fruit red fruit,California NorthCoast SonomaCounty CabernetSauvignon   CalifornianCabernetSauvignon Redwine CabernetSauvignon Bold8 Tannic5 Dry1 Soft4 oaky black fruit red fruit
801,801,Rully 'Maizières' Rouge 2017,//images.vivino.com/thumbs/vduYbRpPTf2cEnkDx6tCUg_pb_x600.png,Domaine Vincent Dureuil-Janthial,France,Bourgogne CôteChalonnaise Rully,PinotNoir  ,BurgundyCôteChalonnaiseRed Redwine PinotNoir,Light2,Smooth2,Dry0,Acidic6,oaky,Bourgogne CôteChalonnaise Rully PinotNoir   BurgundyCôteChalonnaiseRed Redwine PinotNoir Light2 Smooth2 Dry0 Acidic6 oaky
802,802,Cabo de Hornos Special Reserve 2000,//images.vivino.com/thumbs/nPAWUxqBRt-ZoaPNAGxY6g_pb_x600.png,San Pedro,Chile,CentralValley  ,CabernetSauvignon  , Redwine CabernetSauvignon,,,,,oaky earthy black fruit red fruit spices,CentralValley   CabernetSauvignon    Redwine CabernetSauvignon     oaky earthy black fruit red fruit spices
803,803,Bésoleil 2013,//images.vivino.com/thumbs/0UIJNqGXQ1Wocvz9dIe-RA_pb_x600.png,Betz Family Winery,United States,Washington ColumbiaValley ,Shiraz/Syrah Grenache Mourvedre,WashingtonStateRedBlend Redwine Blend,Bold6,Tannic5,Dry0,Acidic6,oaky earthy black fruit red fruit spices,Washington ColumbiaValley  Shiraz/Syrah Grenache Mourvedre WashingtonStateRedBlend Redwine Blend Bold6 Tannic5 Dry0 Acidic6 oaky earthy black fruit red fruit spices
804,804,Red 2018,//images.vivino.com/thumbs/5utHFNXPTJyO4vOF19DRBA_pb_x600.png,Paritua,New Zealand,NorthIsland Hawke'sBay ,CabernetSauvignon CabernetFranc Malbec,NewZealandBordeauxBlend Redwine Blend,Bold6,Tannic5,Dry0,Acidic6,oaky earthy black fruit,NorthIsland Hawke'sBay  CabernetSauvignon CabernetFranc Malbec NewZealandBordeauxBlend Redwine Blend Bold6 Tannic5 Dry0 Acidic6 oaky earthy black fruit
805,805,Pinot Noir 2019,//images.vivino.com/thumbs/s_51p9_0Tw-XKuSvI1dg-Q_pb_x600.png,Akarua,New Zealand,SouthIsland CentralOtago Bannockburn,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry1,Acidic5,oaky earthy black fruit red fruit spices,SouthIsland CentralOtago Bannockburn PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry1 Acidic5 oaky earthy black fruit red fruit spices
806,806,Arnau Oller Selecció de la Familia 2009,//images.vivino.com/thumbs/PzzluSYtRSOr2D37MEav8g_pb_x600.png,Oller del Mas,Spain,Catalunya PladeBages ,Merlot  ,SpanishRed Redwine Merlot,Bold6,Smooth4,Dry1,Soft4,oaky earthy black fruit,Catalunya PladeBages  Merlot   SpanishRed Redwine Merlot Bold6 Smooth4 Dry1 Soft4 oaky earthy black fruit
807,807,Cuvée Unchiu Puiu 2018,//images.vivino.com/thumbs/9dP6gU-yQMC-2IWjJkavyg_150x200.jpg,Crama Ferdi,Romania,DealuMare  ,Shiraz/Syrah Merlot Blaufränkisch, Redwine Blend,,,,,oaky black fruit red fruit,DealuMare   Shiraz/Syrah Merlot Blaufränkisch  Redwine Blend     oaky black fruit red fruit
808,808,Gran Corte 2015,//images.vivino.com/thumbs/a-uo_xAlRmKCyjiyQWwdXg_pb_x600.png,Flechas de los Andes,Argentina,Mendoza UcoValley VistaFlores,Shiraz/Syrah Malbec Merlot, Redwine Blend,,,,,oaky earthy black fruit red fruit spices,Mendoza UcoValley VistaFlores Shiraz/Syrah Malbec Merlot  Redwine Blend     oaky earthy black fruit red fruit spices
809,809,Vino Nobile di Montepulciano Riserva 2008,//images.vivino.com/thumbs/XfIbRzFJS9W1V5C9Vu95bQ_pb_x600.png,Il Macchione,Italy,Toscana VinoNobilediMontepulciano ,Sangiovese  ,ItalianVinoNobileDiMontepulciano Redwine Sangiovese,Bold5,Tannic6,Dry1,Acidic6,earthy,Toscana VinoNobilediMontepulciano  Sangiovese   ItalianVinoNobileDiMontepulciano Redwine Sangiovese Bold5 Tannic6 Dry1 Acidic6 earthy
810,810,O.P.C Proprietary Red 2007,//images.vivino.com/thumbs/P-FZ_VPBSySqA21c4Yso8g_pb_x600.png,Buoncristiani,United States,California NorthCoast NapaCounty,CabernetSauvignon  ,CalifornianRedBlend Redwine CabernetSauvignon,Bold8,Tannic5,Dry0,Acidic6,oaky earthy black fruit red fruit spices,California NorthCoast NapaCounty CabernetSauvignon   CalifornianRedBlend Redwine CabernetSauvignon Bold8 Tannic5 Dry0 Acidic6 oaky earthy black fruit red fruit spices
811,811,Kreda 2009,//images.vivino.com/thumbs/IIbqT417S9ajzX2sniVmNw_pb_x600.png,De Stefani,Italy,Veneto  ,RefoscodalPeduncolorosso  ,NorthernItalyRed Redwine RefoscodalPeduncolorosso,Bold7,Smooth4,Dry2,Soft2,oaky black fruit red fruit dried fruit,Veneto   RefoscodalPeduncolorosso   NorthernItalyRed Redwine RefoscodalPeduncolorosso Bold7 Smooth4 Dry2 Soft2 oaky black fruit red fruit dried fruit
812,812,Eileen Hardy Shiraz 2002,//images.vivino.com/thumbs/DAIhNnvvRgmCSJ8vVOKtGA_pb_x600.png,Hardys,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
813,813,Colección Privada 2013,//images.vivino.com/thumbs/ZFu47Q6pRkmrfRBLInOWJA_pb_x600.png,Dehesa del Carrizal,Spain,Castilla DehesadelCarrizal ,Shiraz/Syrah CabernetSauvignon Merlot,SpanishRed Redwine Blend,Bold6,Smooth4,Dry1,Soft4,oaky,Castilla DehesadelCarrizal  Shiraz/Syrah CabernetSauvignon Merlot SpanishRed Redwine Blend Bold6 Smooth4 Dry1 Soft4 oaky
814,814,Coach Gun 2009,//images.vivino.com/thumbs/5cOc05d8Stybn0gsoK9zAg_pb_x600.png,Priest Ranch,United States,California NorthCoast NapaCounty,PetitVerdot CabernetSauvignon CabernetFranc,CalifornianRedBlend Redwine Blend,Bold8,Tannic6,Dry0,Acidic6,oaky earthy black fruit red fruit,California NorthCoast NapaCounty PetitVerdot CabernetSauvignon CabernetFranc CalifornianRedBlend Redwine Blend Bold8 Tannic6 Dry0 Acidic6 oaky earthy black fruit red fruit
815,815,Shiraz 2010,//images.vivino.com/thumbs/00wlkze6oy5k8_150x200.jpg,Epsilon,Australia,SouthAustralia Barossa BarossaValley,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth3,Dry2,Soft4,oaky black fruit,SouthAustralia Barossa BarossaValley Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth3 Dry2 Soft4 oaky black fruit
816,816,Sonoma Zinfandel 2004,//images.vivino.com/thumbs/4Tlfbm8US9apyZB1QHThIw_pb_x600.png,Seghesio,United States,California NorthCoast SonomaCounty,Zinfandel  ,CalifornianZinfandel Redwine Zinfandel,Bold8,Smooth3,Dry2,Soft1,oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit,California NorthCoast SonomaCounty Zinfandel   CalifornianZinfandel Redwine Zinfandel Bold8 Smooth3 Dry2 Soft1 oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit
817,817,Vieilles Vignes Aux Corvées Gevrey-Chambertin 2017,//images.vivino.com/thumbs/RJ4qhe1PStef7VxhkykDFQ_pb_x600.png,S.C. Guillard,France,Bourgogne CôtedeNuits Gevrey-Chambertin,PinotNoir  ,BurgundyCôtedeNuitsRed Redwine PinotNoir,Light4,Smooth3,Dry0,Acidic6,oaky earthy red fruit,Bourgogne CôtedeNuits Gevrey-Chambertin PinotNoir   BurgundyCôtedeNuitsRed Redwine PinotNoir Light4 Smooth3 Dry0 Acidic6 oaky earthy red fruit
818,818,23 Barricas Touriga Nacional - Syrah Alentejano 2009,//images.vivino.com/thumbs/od9lwSpdSJK_ExYw33SOdA_pb_x600.png,Herdade dos Grous,Portugal,Alentejano  ,Shiraz/Syrah  ,PortugueseAlentejoRed Redwine Shiraz/Syrah,Bold6,Smooth4,Dry1,Soft4,oaky black fruit red fruit,Alentejano   Shiraz/Syrah   PortugueseAlentejoRed Redwine Shiraz/Syrah Bold6 Smooth4 Dry1 Soft4 oaky black fruit red fruit
819,819,Dreadnought 2018,//images.vivino.com/thumbs/4JSMzqtwTjqu8u6Yoo88RQ_pb_x600.png,Man O' War,New Zealand,NorthIsland Auckland WaihekeIsland,Shiraz/Syrah  ,NewZealandSyrah Redwine Shiraz/Syrah,Bold6,Tannic5,Dry0,Acidic5,oaky earthy black fruit red fruit spices,NorthIsland Auckland WaihekeIsland Shiraz/Syrah   NewZealandSyrah Redwine Shiraz/Syrah Bold6 Tannic5 Dry0 Acidic5 oaky earthy black fruit red fruit spices
820,820,Cabernet Sauvignon 2000,//images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,Chimney Rock,United States,California NorthCoast NapaCounty,CabernetSauvignon  ,NapaValleyCabernetSauvignon Redwine CabernetSauvignon,Bold8,Tannic5,Dry0,Acidic5,oaky earthy black fruit red fruit spices dried fruit yeasty,California NorthCoast NapaCounty CabernetSauvignon   NapaValleyCabernetSauvignon Redwine CabernetSauvignon Bold8 Tannic5 Dry0 Acidic5 oaky earthy black fruit red fruit spices dried fruit yeasty
821,821,Knights Reserve Cabernet Sauvignon 2015,//images.vivino.com/thumbs/Qd-BTNaQR0uSt9REgP44Fw_pb_x600.png,Fortress,United States,California NorthCoast SonomaCounty,CabernetSauvignon  ,CalifornianCabernetSauvignon Redwine CabernetSauvignon,Bold8,Tannic5,,Soft4,black fruit,California NorthCoast SonomaCounty CabernetSauvignon   CalifornianCabernetSauvignon Redwine CabernetSauvignon Bold8 Tannic5  Soft4 black fruit
822,822,Emery Pinot Noir 2011,//images.vivino.com/thumbs/PYBk-yrgStOuz47xtPPxRw_pb_x600.png,WillaKenzie Estate,United States,Oregon WillametteValley Yamhill-CarltonDistrict,PinotNoir  ,OregonPinotNoir Redwine PinotNoir,Light3,Smooth2,Dry1,Acidic6,oaky,Oregon WillametteValley Yamhill-CarltonDistrict PinotNoir   OregonPinotNoir Redwine PinotNoir Light3 Smooth2 Dry1 Acidic6 oaky
823,823,Pinot Noir 2016,//images.vivino.com/thumbs/aOpLh87nTzi4yr4ZJxijig_pb_x600.png,Bay of Fires,Australia,Tasmania  ,PinotNoir  ,AustralianPinotNoir Redwine PinotNoir,Light4,Smooth1,Dry1,Acidic5,oaky earthy red fruit spices,Tasmania   PinotNoir   AustralianPinotNoir Redwine PinotNoir Light4 Smooth1 Dry1 Acidic5 oaky earthy red fruit spices
824,824,Eileen Hardy Shiraz 2001,//images.vivino.com/thumbs/DAIhNnvvRgmCSJ8vVOKtGA_pb_x600.png,Hardys,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
